geneID,Gene.Name,Gene.stable.ID,Subject.sequence.ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Protein.annotations
gene7206,LOC106918519,ENSPMEG00000024224,sp|Q8TE67|ES8L3_HUMAN,2.838643512,4.963469861,2.107501203,2.355144497,0.018515504,0.095904526,Epidermal growth factor receptor kinase substrate 8-like protein 3 OS=Homo sapiens GN=EPS8L3 PE=1 SV=2
gene27011,LOC106908815,NA,NA,94.34163695,0.79848392,0.339032453,2.35518433,0.018513519,0.095904526,NA
gene16068,LOC106928155,ENSPMEG00000002218,sp|P49281|NRAM2_HUMAN,234.1460353,-0.444291207,0.188656739,-2.355024314,0.018521494,0.095912134,Natural resistance-associated macrophage protein 2 OS=Homo sapiens GN=SLC11A2 PE=1 SV=2
gene13134,sytl3,ENSPMEG00000009208,sp|Q4VX76|SYTL3_HUMAN,404.0982403,0.550016991,0.233578399,2.354742535,0.018535543,0.095919775,Synaptotagmin-like protein 3 OS=Homo sapiens GN=SYTL3 PE=2 SV=3
gene22876,LOC106904362,NA,NA,17.9294339,-0.899927695,0.382179904,-2.354722701,0.018536533,0.095919775,NA
gene25106,LOC106906759,NA,sp|P34931|HS71L_HUMAN,152.267515,-0.87360567,0.370997903,-2.354745573,0.018535392,0.095919775,Heat shock 70 kDa protein 1-like OS=Homo sapiens GN=HSPA1L PE=1 SV=2
gene17264,LOC106929449,ENSPMEG00000011124,sp|Q99542|MMP19_HUMAN,13.32769885,-1.872386965,0.79528581,-2.354357315,0.018554766,0.095990712,Matrix metalloproteinase-19 OS=Homo sapiens GN=MMP19 PE=1 SV=1
gene8434,mospd2,ENSPMEG00000023991,sp|Q8NHP6|MSPD2_HUMAN,311.8305623,0.36796333,0.156355316,2.353379083,0.018603657,0.096220184,Motile sperm domain-containing protein 2 OS=Homo sapiens GN=MOSPD2 PE=1 SV=1
gene22339,fam102b,ENSPMEG00000012538,sp|Q5T8I3|F102B_HUMAN,199.5305064,-0.363197505,0.154364843,-2.352851191,0.018630088,0.096333402,Protein FAM102B OS=Homo sapiens GN=FAM102B PE=1 SV=2
gene1433,LOC106926187,NA,sp|O95477|ABCA1_HUMAN,65.02972681,0.886893577,0.376962389,2.352737575,0.018635781,0.096339359,ATP-binding cassette sub-family A member 1 OS=Homo sapiens GN=ABCA1 PE=1 SV=3
gene16344,nacad,ENSPMEG00000020260,sp|O15069|NACAD_HUMAN,20.26773112,1.366190341,0.581059387,2.351206042,0.018712669,0.096713272,NAC-alpha domain-containing protein 1 OS=Homo sapiens GN=NACAD PE=1 SV=3
gene12220,col1a2,ENSPMEG00000000390,sp|P08123|CO1A2_HUMAN,2700.020802,0.792067229,0.336962318,2.350610695,0.018742632,0.096841317,Collagen alpha-2(I) chain OS=Homo sapiens GN=COL1A2 PE=1 SV=7
gene24137,LOC106905711,ENSPMEG00000015919,sp|Q9BX84|TRPM6_HUMAN,39.07289178,0.823542927,0.350364849,2.350529541,0.01874672,0.096841317,Transient receptor potential cation channel subfamily M member 6 OS=Homo sapiens GN=TRPM6 PE=1 SV=2
gene20818,axdnd1,ENSPMEG00000016032,sp|Q5T1B0|AXDN1_HUMAN,14.69955325,-2.135849685,0.908701351,-2.350441851,0.018751137,0.096841317,Axonemal dynein light chain domain-containing protein 1 OS=Homo sapiens GN=AXDND1 PE=2 SV=1
gene19632,nop9,ENSPMEG00000011208,sp|Q86U38|NOP9_HUMAN,82.65873538,-0.530063909,0.22553252,-2.350277062,0.018759442,0.096860626,Nucleolar protein 9 OS=Homo sapiens GN=NOP9 PE=1 SV=1
gene24332,LOC106905928,NA,sp|Q9ULH0|KDIS_HUMAN,257.3666667,0.612354052,0.260586949,2.349902991,0.018778304,0.09693443,Kinase D-interacting substrate of 220 kDa OS=Homo sapiens GN=KIDINS220 PE=1 SV=3
gene18193,gas6,ENSPMEG00000022641,sp|Q14393|GAS6_HUMAN,607.5596558,0.483599497,0.205894578,2.348772376,0.018835417,0.097205599,Growth arrest-specific protein 6 OS=Homo sapiens GN=GAS6 PE=1 SV=2
gene1522,LOC106927335,NA,sp|P08172|ACM2_HUMAN,20.24896506,0.91155587,0.388121615,2.348634642,0.018842385,0.097217911,Muscarinic acetylcholine receptor M2 OS=Homo sapiens GN=CHRM2 PE=1 SV=1
gene7302,LOC106918624,ENSPMEG00000021358,sp|P36969|GPX4_HUMAN,657.8908479,-0.447990413,0.1907612,-2.3484357,0.018852454,0.09724621,"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial OS=Homo sapiens GN=GPX4 PE=1 SV=3"
gene4762,neto2,ENSPMEG00000003626,sp|Q8NC67|NETO2_HUMAN,11.83014778,1.701385719,0.724722507,2.347637478,0.0188929,0.097431151,Neuropilin and tolloid-like protein 2 OS=Homo sapiens GN=NETO2 PE=1 SV=1
gene25783,LOC106907483,ENSPMEG00000002310,sp|Q7LGA3|HS2ST_HUMAN,169.9146835,-0.396373482,0.168846963,-2.347531012,0.0188983,0.097435317,Heparan sulfate 2-O-sulfotransferase 1 OS=Homo sapiens GN=HS2ST1 PE=1 SV=1
gene24005,LOC106905582,ENSPMEG00000019946,sp|P31641|SC6A6_HUMAN,301.1117417,-0.631004455,0.268808775,-2.347410178,0.018904431,0.097443246,Sodium- and chloride-dependent taurine transporter OS=Homo sapiens GN=SLC6A6 PE=1 SV=2
gene2154,LOC106903510,ENSPMEG00000012282,sp|O43166|SI1L1_HUMAN,253.4485733,0.386336764,0.164599349,2.347134217,0.018918439,0.097470332,Signal-induced proliferation-associated 1-like protein 1 OS=Homo sapiens GN=SIPA1L1 PE=1 SV=4
gene22295,LOC106903735,NA,NA,3.890012684,5.442622629,2.31884588,2.347125644,0.018918874,0.097470332,NA
gene15531,LOC106927588,ENSPMEG00000000562,sp|Q9Y5Z6|B3GT1_HUMAN,1764.40638,-0.425619367,0.18134347,-2.347034432,0.018923506,0.097470527,"Beta-1,3-galactosyltransferase 1 OS=Homo sapiens GN=B3GALT1 PE=2 SV=1"
gene9270,LOC106920762,ENSPMEG00000012319,sp|Q9Y383|LC7L2_HUMAN,468.4272849,-0.24408348,0.104029944,-2.346280982,0.018961807,0.0976441,Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens GN=LUC7L2 PE=1 SV=2
gene2381,stxbp6,ENSPMEG00000004019,sp|Q8NFX7|STXB6_HUMAN,70.34314668,0.629251416,0.268268009,2.345607355,0.018996107,0.097773268,Syntaxin-binding protein 6 OS=Homo sapiens GN=STXBP6 PE=1 SV=2
gene17971,LOC106930187,NA,sp|O95361|TRI16_HUMAN,92.35330341,0.687929032,0.293276438,2.345667582,0.018993038,0.097773268,Tripartite motif-containing protein 16 OS=Homo sapiens GN=TRIM16 PE=1 SV=3
gene29425,LOC106911405,NA,sp|Q13349|ITAD_HUMAN,12.23264387,-7.049335287,3.005527092,-2.345457243,0.019003758,0.097788924,Integrin alpha-D OS=Homo sapiens GN=ITGAD PE=1 SV=2
gene16121,LOC106928226,ENSPMEG00000001579,sp|Q9NZW5|MPP6_HUMAN,112.3027956,-0.428164942,0.18260706,-2.344733779,0.01904067,0.097955103,MAGUK p55 subfamily member 6 OS=Homo sapiens GN=MPP6 PE=1 SV=2
gene2023,set,ENSPMEG00000015693,sp|Q01105|SET_HUMAN,1880.520006,-0.28243696,0.120462393,-2.344606925,0.019047148,0.097964678,Protein SET OS=Homo sapiens GN=SET PE=1 SV=3
gene13118,LOC106924973,ENSPMEG00000009665,sp|O43390|HNRPR_HUMAN,1516.972459,-0.247599996,0.105627568,-2.344084984,0.019073825,0.098034365,Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens GN=HNRNPR PE=1 SV=1
gene2202,LOC106904092,ENSPMEG00000010729,sp|Q9UI36|DACH1_HUMAN,30.16122828,-0.694653845,0.29635017,-2.344030524,0.01907661,0.098034365,Dachshund homolog 1 OS=Homo sapiens GN=DACH1 PE=1 SV=3
gene14040,cenpt,ENSPMEG00000018545,sp|Q96BT3|CENPT_HUMAN,64.10450541,-0.58144721,0.248042519,-2.344143308,0.019070842,0.098034365,Centromere protein T OS=Homo sapiens GN=CENPT PE=1 SV=2
gene26316,LOC106908066,NA,sp|Q16653|MOG_HUMAN,30.94072609,3.065269852,1.307719987,2.343980274,0.01907918,0.098034365,Myelin-oligodendrocyte glycoprotein OS=Homo sapiens GN=MOG PE=1 SV=2
gene27788,pgk1,ENSPMEG00000011742,sp|P00558|PGK1_HUMAN,1896.670262,0.333134525,0.142148691,2.343563796,0.019100495,0.098120124,Phosphoglycerate kinase 1 OS=Homo sapiens GN=PGK1 PE=1 SV=3
gene23494,LOC106905023,ENSPMEG00000011562,sp|Q96QZ7|MAGI1_HUMAN,80.58830452,-0.681570188,0.290880341,-2.343129091,0.019122765,0.098186977,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 OS=Homo sapiens GN=MAGI1 PE=1 SV=3"
gene19456,LOC106931799,ENSPMEG00000018481,sp|O00300|TR11B_HUMAN,115.8632175,-0.413239852,0.176361839,-2.343136441,0.019122389,0.098186977,Tumor necrosis factor receptor superfamily member 11B OS=Homo sapiens GN=TNFRSF11B PE=1 SV=3
gene8024,LOC106919395,ENSPMEG00000016024,sp|Q9H0W9|CK054_HUMAN,72.3479332,-0.477525721,0.203845013,-2.342592118,0.019150306,0.098304595,Ester hydrolase C11orf54 OS=Homo sapiens GN=C11orf54 PE=1 SV=1
gene7915,LOC106919283,ENSPMEG00000019752,sp|P31689|DNJA1_HUMAN,124.4753805,-0.411844258,0.175838903,-2.342168042,0.019172081,0.098392565,DnaJ homolog subfamily A member 1 OS=Homo sapiens GN=DNAJA1 PE=1 SV=2
gene22173,myt1,ENSPMEG00000000370,sp|Q01538|MYT1_HUMAN,31.43140996,-0.698529869,0.298344134,-2.341356138,0.019213829,0.098565181,Myelin transcription factor 1 OS=Homo sapiens GN=MYT1 PE=1 SV=2
gene29351,riok1,ENSPMEG00000007710,sp|Q9BRS2|RIOK1_HUMAN,354.3039054,0.341931977,0.146041567,2.341333257,0.019215007,0.098565181,Serine/threonine-protein kinase RIO1 OS=Homo sapiens GN=RIOK1 PE=1 SV=2
gene27639,LOC106909495,ENSPMEG00000014482,sp|P27449|VATL_HUMAN,1586.076392,0.27609662,0.11793147,2.341161522,0.019223848,0.098586697,V-type proton ATPase 16 kDa proteolipid subunit OS=Homo sapiens GN=ATP6V0C PE=1 SV=1
gene10740,LOC106922366,ENSPMEG00000024414,sp|Q8WUJ1|NEUFC_HUMAN,55.68948158,-0.561079247,0.239767568,-2.3400965,0.019278758,0.0988444,Neuferricin OS=Homo sapiens GN=CYB5D2 PE=2 SV=1
gene11552,LOC106923238,ENSPMEG00000020750,sp|Q9NR63|CP26B_HUMAN,282.9352594,0.726109806,0.310302948,2.340002922,0.019283589,0.098845283,Cytochrome P450 26B1 OS=Homo sapiens GN=CYP26B1 PE=1 SV=1
gene29250,LOC106911220,ENSPMEG00000008980,sp|O95219|SNX4_HUMAN,2.604383147,-3.29755323,1.409429728,-2.339636495,0.019302517,0.098918405,Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1
gene30681,LOC106912746,ENSPMEG00000019152,sp|Q9GZR1|SENP6_HUMAN,214.0612909,0.386329278,0.16514418,2.339345401,0.019317565,0.09894772,Sentrin-specific protease 6 OS=Homo sapiens GN=SENP6 PE=1 SV=2
gene16457,LOC106928577,NA,NA,55.06021232,-0.714668317,0.305496033,-2.339370205,0.019316282,0.09894772,NA
gene23086,LOC106904585,ENSPMEG00000002318,NA,115.6861361,-0.42646489,0.182368086,-2.338484212,0.019362144,0.099152122,NA
gene2570,LOC106908344,NA,sp|Q8TER0|SNED1_HUMAN,12.78088264,1.189579936,0.508720494,2.33837628,0.019367737,0.099156832,"Sushi, nidogen and EGF-like domain-containing protein 1 OS=Homo sapiens GN=SNED1 PE=2 SV=2"
gene5737,LOC106916877,NA,sp|P14550|AK1A1_HUMAN,13.02673961,1.062020806,0.454286642,2.337776877,0.019398826,0.099292035,Alcohol dehydrogenase [NADP(+)] OS=Homo sapiens GN=AKR1A1 PE=1 SV=3
gene25280,immp2l,ENSPMEG00000021914,sp|Q96T52|IMP2L_HUMAN,57.3935714,-0.502914016,0.215237964,-2.336548843,0.019462655,0.099594715,Mitochondrial inner membrane protease subunit 2 OS=Homo sapiens GN=IMMP2L PE=2 SV=1
gene11915,LOC106923642,ENSPMEG00000007941,sp|P46100|ATRX_HUMAN,254.4581637,-0.299920502,0.128372413,-2.336331413,0.019473976,0.099628615,Transcriptional regulator ATRX OS=Homo sapiens GN=ATRX PE=1 SV=5
gene16591,LOC106928740,ENSPMEG00000000231,sp|Q9HAD4|WDR41_HUMAN,38.96936844,0.557263223,0.238542915,2.336113081,0.019485349,0.099652788,WD repeat-containing protein 41 OS=Homo sapiens GN=WDR41 PE=2 SV=3
gene3812,lrrc1,ENSPMEG00000018031,sp|Q9BTT6|LRRC1_HUMAN,235.5390983,0.427192946,0.182868966,2.336060384,0.019488095,0.099652788,Leucine-rich repeat-containing protein 1 OS=Homo sapiens GN=LRRC1 PE=1 SV=1
gene9588,ptpn12,ENSPMEG00000001289,sp|Q05209|PTN12_HUMAN,349.1163744,0.355003626,0.151983755,2.33579982,0.019501677,0.09968811,Tyrosine-protein phosphatase non-receptor type 12 OS=Homo sapiens GN=PTPN12 PE=1 SV=3
gene23288,LOC106904810,NA,NA,113.1804845,-0.507841803,0.217421523,-2.335747608,0.0195044,0.09968811,NA
gene30912,LOC106912996,NA,NA,6.814017947,3.020548005,1.293261008,2.335605872,0.019511792,0.099701875,NA
gene656,LOC106917648,ENSPMEG00000022633,sp|Q155Q3|DIXC1_HUMAN,33.2526195,1.211332968,0.518678943,2.335419597,0.019521512,0.09972752,Dixin OS=Homo sapiens GN=DIXDC1 PE=1 SV=2
gene19940,spry1,ENSPMEG00000002142,sp|O43609|SPY1_HUMAN,368.858535,0.478399759,0.204858114,2.335273665,0.019529129,0.099742417,Protein sprouty homolog 1 OS=Homo sapiens GN=SPRY1 PE=1 SV=2
gene367,atg4d,ENSPMEG00000008962,sp|Q86TL0|ATG4D_HUMAN,411.0614756,0.485004772,0.207716161,2.334939996,0.019546556,0.099807394,Cysteine protease ATG4D OS=Homo sapiens GN=ATG4D PE=1 SV=1
gene28361,LOC106910253,ENSPMEG00000012149,sp|Q14435|GALT3_HUMAN,17.51859481,0.942814286,0.403845438,2.334591892,0.019564751,0.099869146,Polypeptide N-acetylgalactosaminyltransferase 3 OS=Homo sapiens GN=GALNT3 PE=1 SV=2
gene2016,cnot6l,ENSPMEG00000015834,sp|Q96LI5|CNO6L_HUMAN,382.1041211,-0.441818143,0.189253692,-2.334528533,0.019568064,0.099869146,CCR4-NOT transcription complex subunit 6-like OS=Homo sapiens GN=CNOT6L PE=1 SV=2
gene20907,dctn4,ENSPMEG00000012726,sp|Q9UJW0|DCTN4_HUMAN,296.3525888,-0.274476305,0.117590716,-2.334166463,0.019587007,0.099894321,Dynactin subunit 4 OS=Homo sapiens GN=DCTN4 PE=1 SV=1
gene6226,micu2,ENSPMEG00000016479,sp|Q86XE3|MICU3_HUMAN,835.626406,0.329993094,0.141375265,2.334164277,0.019587122,0.099894321,"Calcium uptake protein 3, mitochondrial OS=Homo sapiens GN=MICU3 PE=2 SV=1"
gene29742,LOC106911747,ENSPMEG00000020748,NA,464.9156064,0.638210031,0.27341264,2.334237477,0.019583291,0.099894321,NA
gene19592,LOC106931933,ENSPMEG00000012938,sp|P61769|B2MG_HUMAN,7263.384427,0.438893785,0.188059005,2.333808932,0.019605729,0.099954262,Beta-2-microglobulin OS=Homo sapiens GN=B2M PE=1 SV=1
gene26805,LOC106908598,ENSPMEG00000016945,sp|P20393|NR1D1_HUMAN,1568.347646,0.732447379,0.313848643,2.333759905,0.019608297,0.099954262,Nuclear receptor subfamily 1 group D member 1 OS=Homo sapiens GN=NR1D1 PE=1 SV=1
gene4443,poldip3,ENSPMEG00000018286,sp|Q9BY77|PDIP3_HUMAN,627.0661102,-0.20745193,0.088910431,-2.333268746,0.019634045,0.100061468,Polymerase delta-interacting protein 3 OS=Homo sapiens GN=POLDIP3 PE=1 SV=2
gene518,LOC106916388,NA,sp|P36894|BMR1A_HUMAN,3.665597139,3.305049801,1.416975954,2.332467105,0.019676131,0.100251875,Bone morphogenetic protein receptor type-1A OS=Homo sapiens GN=BMPR1A PE=1 SV=2
gene23168,rab25,ENSPMEG00000001400,sp|P57735|RAB25_HUMAN,487.8093086,-0.454630964,0.194938872,-2.332171924,0.019691649,0.100277882,Ras-related protein Rab-25 OS=Homo sapiens GN=RAB25 PE=1 SV=2
gene227,fbxo25,ENSPMEG00000014279,sp|Q8TCJ0|FBX25_HUMAN,123.5587793,0.450318761,0.193091269,2.332154966,0.01969254,0.100277882,F-box only protein 25 OS=Homo sapiens GN=FBXO25 PE=1 SV=3
gene12010,LOC106923746,NA,NA,58.00616883,0.766175382,0.32853449,2.332100297,0.019695415,0.100277882,NA
gene25521,pdgfrb,ENSPMEG00000012060,sp|P09619|PGFRB_HUMAN,143.2600013,-0.560461093,0.240378294,-2.331579461,0.019722825,0.100393345,Platelet-derived growth factor receptor beta OS=Homo sapiens GN=PDGFRB PE=1 SV=1
gene8892,LOC106920347,ENSPMEG00000008115,NA,37.52715933,-0.64140836,0.275138452,-2.331220355,0.019741743,0.100465538,NA
gene14532,LOC106926512,NA,sp|O43597|SPY2_HUMAN,25.77497249,1.219629909,0.523357001,2.33039762,0.019785145,0.100662265,Protein sprouty homolog 2 OS=Homo sapiens GN=SPRY2 PE=1 SV=1
gene8142,LOC106919534,NA,sp|O14795|UN13B_HUMAN,58.28567533,0.723257133,0.310391247,2.330146676,0.0197984,0.100705552,Protein unc-13 homolog B OS=Homo sapiens GN=UNC13B PE=1 SV=2
gene1135,LOC106922979,ENSPMEG00000001118,sp|P78369|CLD10_HUMAN,517.0245335,-0.386284221,0.165792314,-2.3299284,0.019809936,0.100740076,Claudin-10 OS=Homo sapiens GN=CLDN10 PE=2 SV=2
gene15470,sdccag8,ENSPMEG00000007687,sp|Q86SQ7|SDCG8_HUMAN,56.9288129,0.598054024,0.256721086,2.329586682,0.019828007,0.100783867,Serologically defined colon cancer antigen 8 OS=Homo sapiens GN=SDCCAG8 PE=1 SV=1
gene5601,fnbp4,ENSPMEG00000014825,sp|Q8N3X1|FNBP4_HUMAN,532.1130926,0.771394396,0.331129405,2.329585907,0.019828048,0.100783867,Formin-binding protein 4 OS=Homo sapiens GN=FNBP4 PE=1 SV=3
gene17906,LOC106930129,NA,NA,19.4052838,-0.996079326,0.427684415,-2.329005434,0.019858778,0.100915887,NA
gene31239,LOC106913306,ENSPMEG00000006360,sp|Q9NUV7|SPTC3_HUMAN,120.240425,-0.470877964,0.202200715,-2.328765078,0.019871514,0.10093226,Serine palmitoyltransferase 3 OS=Homo sapiens GN=SPTLC3 PE=1 SV=3
gene3170,LOC106914103,ENSPMEG00000017787,sp|Q13255|GRM1_HUMAN,4.304264877,3.193983298,1.371505841,2.328814943,0.019868871,0.10093226,Metabotropic glutamate receptor 1 OS=Homo sapiens GN=GRM1 PE=1 SV=3
gene25043,zbtb14,ENSPMEG00000009189,sp|O43829|ZBT14_HUMAN,281.6369373,-0.313668638,0.134701568,-2.328619065,0.019879255,0.10094741,Zinc finger and BTB domain-containing protein 14 OS=Homo sapiens GN=ZBTB14 PE=1 SV=2
gene19826,LOC106932204,ENSPMEG00000005501,sp|Q9H3Y8|PPDPF_HUMAN,4146.436593,-0.512490222,0.220110776,-2.328328633,0.01989466,0.101001461,Pancreatic progenitor cell differentiation and proliferation factor OS=Homo sapiens GN=PPDPF PE=3 SV=1
gene26342,LOC106908097,NA,sp|O95361|TRI16_HUMAN,69.93363256,-0.597754513,0.256751611,-2.328143189,0.019904502,0.10102725,Tripartite motif-containing protein 16 OS=Homo sapiens GN=TRIM16 PE=1 SV=3
gene24265,mroh1,ENSPMEG00000010802,sp|Q8NDA8|MROH1_HUMAN,322.2116911,0.38525725,0.165498953,2.327853095,0.019919906,0.101081253,Maestro heat-like repeat-containing protein family member 1 OS=Homo sapiens GN=MROH1 PE=2 SV=3
gene30472,LOC106912516,ENSPMEG00000023036,sp|Q6TFL4|KLH24_HUMAN,38.80228067,-0.62894877,0.270235316,-2.327411459,0.019943376,0.101176154,Kelch-like protein 24 OS=Homo sapiens GN=KLHL24 PE=2 SV=1
gene12874,LOC106924700,ENSPMEG00000016976,sp|P36873|PP1G_HUMAN,923.1218798,-0.175652097,0.075499288,-2.326539784,0.019989773,0.101363054,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens GN=PPP1CC PE=1 SV=1
gene17553,atg16l2,ENSPMEG00000022036,sp|Q8NAA4|A16L2_HUMAN,760.5154136,0.263833766,0.113399012,2.326596691,0.019986741,0.101363054,Autophagy-related protein 16-2 OS=Homo sapiens GN=ATG16L2 PE=1 SV=2
gene4123,LOC106915150,ENSPMEG00000005107,sp|P78325|ADAM8_HUMAN,49.34286059,0.764669893,0.3286986,2.326355796,0.019999578,0.10138854,Disintegrin and metalloproteinase domain-containing protein 8 OS=Homo sapiens GN=ADAM8 PE=1 SV=2
gene6746,ctsc,ENSPMEG00000000662,sp|P53634|CATC_HUMAN,1104.500718,0.362106567,0.155666669,2.326166346,0.020009678,0.101415512,Dipeptidyl peptidase 1 OS=Homo sapiens GN=CTSC PE=1 SV=2
gene27869,LOC106909746,ENSPMEG00000006684,sp|O75116|ROCK2_HUMAN,145.3822296,0.32694696,0.140580808,2.325687018,0.020035254,0.101520884,Rho-associated protein kinase 2 OS=Homo sapiens GN=ROCK2 PE=1 SV=4
gene30053,LOC106912068,ENSPMEG00000011498,sp|P78368|KC1G2_HUMAN,201.8177702,-0.232294682,0.099897024,-2.325341372,0.020053714,0.10159016,Casein kinase I isoform gamma-2 OS=Homo sapiens GN=CSNK1G2 PE=1 SV=1
gene13574,ints12,ENSPMEG00000014868,sp|Q96CB8|INT12_HUMAN,179.967633,-0.45356929,0.195077166,-2.325076277,0.020067882,0.101637666,Integrator complex subunit 12 OS=Homo sapiens GN=INTS12 PE=1 SV=1
gene15568,LOC106927623,ENSPMEG00000004148,sp|Q15853|USF2_HUMAN,142.7618021,-0.512214297,0.220350669,-2.324541598,0.020096485,0.101758224,Upstream stimulatory factor 2 OS=Homo sapiens GN=USF2 PE=1 SV=1
gene9109,alad,ENSPMEG00000019164,sp|P13716|HEM2_HUMAN,227.9194049,0.347152011,0.14934789,2.324452061,0.020101278,0.101758224,Delta-aminolevulinic acid dehydratase OS=Homo sapiens GN=ALAD PE=1 SV=1
gene17407,LOC106929586,ENSPMEG00000003110,sp|Q8TAU0|NKX23_HUMAN,15.89457562,-1.214641055,0.522635233,-2.324070363,0.020121723,0.101813136,Homeobox protein Nkx-2.3 OS=Homo sapiens GN=NKX2-3 PE=2 SV=2
gene22543,frzb,ENSPMEG00000007793,sp|Q92765|SFRP3_HUMAN,226.0843747,0.691162359,0.297382533,2.324152503,0.020117322,0.101813136,Secreted frizzled-related protein 3 OS=Homo sapiens GN=FRZB PE=1 SV=2
gene17171,LOC106929358,ENSPMEG00000014636,sp|Q68CJ6|SLIP_HUMAN,40.75821463,-1.316034332,0.566366239,-2.323645447,0.020144505,0.101904103,Nuclear GTPase SLIP-GC OS=Homo sapiens GN=NUGGC PE=2 SV=3
gene10698,LOC106922325,NA,sp|Q7Z5L3|C1QL2_HUMAN,8.114609442,-2.751605056,1.184350285,-2.32330341,0.020162859,0.101972637,Complement C1q-like protein 2 OS=Homo sapiens GN=C1QL2 PE=2 SV=2
gene22357,LOC106903797,ENSPMEG00000011891,sp|P22455|FGFR4_HUMAN,1088.628341,0.488084237,0.210130356,2.322768816,0.020191575,0.102093532,Fibroblast growth factor receptor 4 OS=Homo sapiens GN=FGFR4 PE=1 SV=2
gene3107,uhrf1,ENSPMEG00000021216,sp|Q96T88|UHRF1_HUMAN,526.3208396,-0.411778309,0.177310959,-2.32235115,0.020214035,0.102134074,E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1 PE=1 SV=1
gene29054,LOC106911009,NA,sp|P20674|COX5A_HUMAN,8.954826904,-1.185729838,0.510571594,-2.322357633,0.020213687,0.102134074,"Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens GN=COX5A PE=1 SV=2"
gene21556,LOC106934087,NA,sp|Q5XLA6|CAR17_HUMAN,38.33121971,0.959046824,0.412936157,2.322506297,0.02020569,0.102134074,Caspase recruitment domain-containing protein 17 OS=Homo sapiens GN=CARD17 PE=1 SV=1
gene26969,oaz1,ENSPMEG00000013430,sp|P54368|OAZ1_HUMAN,2805.370857,-0.293484961,0.126389624,-2.322065308,0.020229419,0.102187467,Ornithine decarboxylase antizyme 1 OS=Homo sapiens GN=OAZ1 PE=1 SV=3
gene26714,LOC106908500,ENSPMEG00000019366,sp|Q6IC98|GRAM4_HUMAN,76.72460499,-0.526587851,0.226902333,-2.320768781,0.020299326,0.102491791,GRAM domain-containing protein 4 OS=Homo sapiens GN=GRAMD4 PE=1 SV=1
gene16361,gcgr,ENSPMEG00000019784,sp|P32241|VIPR1_HUMAN,94.23188157,0.513033994,0.2210614,2.320776013,0.020298936,0.102491791,Vasoactive intestinal polypeptide receptor 1 OS=Homo sapiens GN=VIPR1 PE=1 SV=1
gene26993,LOC106908793,NA,NA,8.653792734,-2.101144744,0.905502536,-2.320418398,0.020318255,0.102541728,NA
gene7877,LOC106919228,NA,NA,2.755221126,-4.899775869,2.111683505,-2.320317347,0.020323716,0.102541728,NA
gene1271,mrpl36,NA,sp|Q9P0J6|RM36_HUMAN,119.8013401,-0.478182657,0.20608219,-2.320349264,0.020321991,0.102541728,"39S ribosomal protein L36, mitochondrial OS=Homo sapiens GN=MRPL36 PE=1 SV=1"
gene7229,LOC106918549,ENSPMEG00000024023,sp|P27707|DCK_HUMAN,119.6633397,-0.426867336,0.184034518,-2.319496035,0.020368156,0.102741511,Deoxycytidine kinase OS=Homo sapiens GN=DCK PE=1 SV=1
gene20255,LOC106932669,NA,sp|Q5K651|SAMD9_HUMAN,9.50272614,1.484704393,0.640154699,2.319289999,0.020379317,0.102773377,Sterile alpha motif domain-containing protein 9 OS=Homo sapiens GN=SAMD9 PE=1 SV=1
gene1625,LOC106928610,NA,sp|Q9BY71|LRRC3_HUMAN,88.74411015,0.846079285,0.364850993,2.318972134,0.020396547,0.102835824,Leucine-rich repeat-containing protein 3 OS=Homo sapiens GN=LRRC3 PE=1 SV=1
gene9314,gpatch2,ENSPMEG00000010687,sp|Q9NW75|GPTC2_HUMAN,97.62771203,-0.546589495,0.235745972,-2.31855285,0.020419294,0.10291208,G patch domain-containing protein 2 OS=Homo sapiens GN=GPATCH2 PE=1 SV=1
gene7295,LOC106918615,ENSPMEG00000021601,sp|P14927|QCR7_HUMAN,926.7507441,0.619706382,0.267285958,2.318514545,0.020421373,0.10291208,Cytochrome b-c1 complex subunit 7 OS=Homo sapiens GN=UQCRB PE=1 SV=2
gene22337,LOC106903777,NA,sp|Q5VTL7|FNDC7_HUMAN,8.393149258,-2.935030953,1.266114035,-2.318141078,0.020441655,0.102989825,Fibronectin type III domain-containing protein 7 OS=Homo sapiens GN=FNDC7 PE=2 SV=3
